vid,score,lengh,w,h
o31255nzu1z,2,1798.0,864.0,486.0
c0980i2jj7j,2,751.0,540.0,960.0
d31169ksffa,2,820.0,486.0,864.0
z3130hsibv2,2,396.0,486.0,864.0
g3105c8vinc,2,277.0,486.0,864.0
e0976drkh78,2,349.0,540.0,960.0
h3104r7xwze,2,755.0,540.0,960.0
m31029j8q42,2,210.0,540.0,960.0
j097682dhx9,2,383.0,540.0,960.0
e3109yz5as2,2,973.0,540.0,960.0
w3116cvqst0,2,420.0,486.0,864.0
t31083fhq85,2,827.0,486.0,864.0
b3116bum6ax,2,1048.0,540.0,960.0
b31084k5ffy,2,287.0,540.0,960.0
p0978i8hfqh,2,3537.0,864.0,486.0
x31059tl54g,2,305.0,486.0,864.0
p3102f8op3i,2,250.0,486.0,864.0
s3144yuwzv2,2,1357.0,864.0,486.0
g0975iwe53j,2,1032.0,540.0,952.0
m3079jujcxu,2,1195.0,864.0,486.0
l31075oyiy6,2,602.0,486.0,864.0
i0980jc9fjc,2,2198.0,864.0,486.0
p3117bu2lfy,2,1176.0,486.0,864.0
b0977odfc02,2,1243.0,486.0,864.0
h3109z6mnzu,2,846.0,540.0,960.0
j31546yzbac,2,1911.0,864.0,486.0
u3104bvlol4,2,757.0,540.0,960.0
e31180vzn3j,2,509.0,540.0,960.0
s31536stsjw,2,458.0,486.0,864.0
f3116zeighh,2,1994.0,864.0,486.0
x3081vieqkr,2,538.0,540.0,960.0
w0978vkopys,2,788.0,540.0,960.0
d3116uj8oa8,2,369.0,540.0,960.0
v3102hup82i,2,1537.0,864.0,486.0
s3110ggvk4t,2,1439.0,540.0,960.0
w0975lt9h60,2,1374.0,486.0,864.0
l3105xgo85p,2,758.0,486.0,864.0
e31010460cv,2,541.0,486.0,864.0
y3128sdzg0u,2,463.0,540.0,960.0
n3105nx9xpy,2,6314.0,864.0,486.0
j310910s6z9,2,335.0,486.0,864.0
b3116ysq34p,2,1477.0,540.0,960.0
p310468lo9e,2,649.0,540.0,960.0
g31115dft5y,2,1270.0,864.0,486.0
h3106hxegbu,2,366.0,486.0,864.0
m3124f3496p,2,1143.0,864.0,486.0
s3126z34vka,2,3828.0,864.0,486.0
g3082kuf3gh,2,450.0,540.0,960.0
q3123aaijhl,2,258.0,486.0,864.0
i3082avuqzr,2,1265.0,486.0,864.0
j0978c32ebd,2,609.0,486.0,864.0
w3120aqsbms,2,362.0,540.0,960.0
l3150gttkfx,2,533.0,486.0,864.0
h3118kv13cn,2,419.0,540.0,960.0
q0979vcf8ph,2,439.0,540.0,960.0
q0978c0w8ga,2,473.0,540.0,960.0
f0979kv7cns,2,523.0,486.0,864.0
q3112tng1t6,2,328.0,486.0,864.0
s3125ct1luv,2,578.0,486.0,864.0
x0976fq4cv2,2,544.0,540.0,960.0
v09759vkxz9,2,1234.0,486.0,864.0
m311408a8mi,2,397.0,486.0,858.0
k31061rzwow,2,288.0,540.0,960.0
n3106p77gtx,2,661.0,540.0,960.0
c0980m9fub9,2,585.0,486.0,864.0
s31019eevxa,2,299.0,486.0,864.0
m3141ivhx4f,2,454.0,486.0,864.0
y0034l7grdg,2,1019.0,486.0,864.0
g3111donbto,2,804.0,486.0,864.0
o3105b1h082,2,453.0,540.0,960.0
v31014m0dkh,2,1531.0,864.0,486.0
g0978hlhzz0,2,287.0,486.0,864.0
o3108nbm6jn,2,447.0,486.0,864.0
c3119yo88su,2,358.0,486.0,864.0
m3105xq471n,2,634.0,540.0,960.0
l31421dpxr5,2,1531.0,864.0,486.0
u3142zvpwu9,2,606.0,486.0,864.0
s0034d3dem9,2,907.0,486.0,864.0
b3104i2mczs,2,504.0,486.0,864.0
d31139g61jq,2,367.0,486.0,864.0
v3110ijkvxh,2,2270.0,864.0,486.0
h3153re95zb,2,506.0,486.0,864.0
z0975e94dal,2,943.0,486.0,864.0
f31427x01kp,2,2507.0,486.0,864.0
d3115xlr3ha,2,467.0,540.0,960.0
j09796c3sje,2,258.0,540.0,960.0
w31287ji2yb,2,2018.0,864.0,486.0
q3129tkf286,2,2457.0,486.0,864.0
f3081rxxgsl,2,648.0,486.0,864.0
n311221sm7k,2,472.0,486.0,864.0
d3148zwxgwt,2,329.0,486.0,864.0
j3079m3f3h8,2,851.0,540.0,960.0
e31018a1q95,2,1065.0,486.0,864.0
n3102y843ml,2,271.0,540.0,948.0
l3120zi64kz,2,589.0,486.0,864.0
b3111xpm04f,2,430.0,486.0,864.0
o31124ixyz1,2,374.0,486.0,864.0
q31367f225x,2,1599.0,864.0,486.0
x3110zfrnaj,2,1011.0,486.0,864.0
e310717eu6y,2,455.0,540.0,960.0
t3102e53gq8,2,1392.0,486.0,864.0
m09804qtnjd,2,6269.0,864.0,486.0
c3100m0735z,2,668.0,540.0,960.0
h3103jqod04,2,224.0,540.0,960.0
h3100pbp5c3,2,1551.0,864.0,486.0
c09770lbclv,2,195.0,540.0,960.0
i3144nmoxrn,2,1233.0,486.0,864.0
d0977sb7gy8,2,476.0,486.0,864.0
u3104f98ff3,2,2184.0,864.0,486.0
w3146fnx6ks,2,2398.0,540.0,960.0
a0977malalz,2,284.0,486.0,864.0
g31398k7gt6,2,519.0,486.0,858.0
e3104krfvuh,2,1438.0,540.0,960.0
b0034j4r890,2,629.0,486.0,864.0
x3104ulakf6,2,324.0,486.0,864.0
c30780i18ct,2,1391.0,540.0,960.0
a3100th5o5f,2,542.0,540.0,960.0
b0978insidj,2,1062.0,864.0,486.0
s0034p0f52l,2,783.0,486.0,864.0
r3111pta3pe,2,621.0,540.0,960.0
h31343gqb3i,2,1878.0,486.0,864.0
j3104yo2xrn,2,332.0,540.0,960.0
m3080fk7x57,2,4532.0,864.0,486.0
a3116v6bnal,2,522.0,540.0,960.0
b0974stwcqv,2,2164.0,858.0,486.0
h0977hlvogb,2,3582.0,864.0,486.0
j3128yiyvon,2,380.0,486.0,864.0
p3080mo42r6,2,438.0,540.0,960.0
q0976w54omw,2,4597.0,864.0,486.0
v31043135rm,2,250.0,486.0,864.0
p3108yezlpd,2,1058.0,486.0,864.0
f311654336o,2,732.0,486.0,864.0
i3102ibqpte,2,378.0,486.0,864.0
w3202mblmk0,2,1072.0,1280.0,720.0
o3101rti94j,2,6238.0,864.0,486.0
n3124k6s7ry,2,2501.0,864.0,486.0
y3100sr7ehc,2,4535.0,864.0,486.0
w316340jr7y,2,755.0,820.0,486.0
m3107avxbp9,2,1446.0,486.0,864.0
f3106pulq7v,2,714.0,864.0,486.0
j3108jyhnv8,2,691.0,540.0,960.0
z30792va6an,2,2061.0,864.0,486.0
z0975s3diyw,2,8390.0,864.0,486.0
s3107smqg9c,2,3750.0,864.0,486.0
g3108gx4b5c,2,3368.0,864.0,486.0
d3151idtm46,2,14161.0,486.0,864.0
q0976cxeek5,2,641.0,540.0,960.0
e3080ztlx6k,2,7317.0,864.0,486.0
j09755t7ijm,2,10634.0,864.0,486.0
k3128iq0md8,2,242.0,486.0,864.0
i3119qlkru0,2,1041.0,540.0,960.0
x30817jrkg9,2,1898.0,864.0,486.0
p308000be1h,2,3963.0,864.0,486.0
a3115t0rk4q,2,843.0,486.0,864.0
e3158tbr0eh,2,1256.0,864.0,486.0
q3125tovyw7,2,4547.0,864.0,486.0
r31232imnwo,2,1207.0,486.0,864.0
e098089k6z4,2,369.0,540.0,960.0
c0034tstazq,2,6000.0,486.0,864.0
q3148ukya1f,2,974.0,864.0,486.0
g3115s95skc,2,500.0,540.0,960.0
a3162i660ss,2,628.0,864.0,486.0
g320672xlgm,2,1930.0,864.0,486.0
b3162tbf56m,2,830.0,820.0,486.0
x0974vjc363,2,1523.0,864.0,486.0
h3163g0qwys,2,288.0,864.0,486.0
o3157wgly1m,2,29154.0,864.0,486.0
y0979oaa7ww,2,5940.0,864.0,486.0
q3163oexhxq,2,746.0,864.0,486.0
z3081ncpvhl,2,718.0,486.0,864.0
y3113jx872q,2,326.0,540.0,960.0
d3200lkzy7z,2,415.0,864.0,486.0
v3119ir8qjw,2,1160.0,540.0,960.0
i0979402jq8,2,1403.0,864.0,486.0
f3107ipvjp6,2,1463.0,486.0,864.0
a3080lsyc9f,2,1655.0,864.0,486.0
x3100da6aji,2,2846.0,864.0,486.0
q31124uzpw3,2,797.0,864.0,486.0
r3105hd9y5h,2,8105.0,864.0,486.0
a32104twx4j,2,3467.0,864.0,486.0
p3162sg53qp,2,592.0,864.0,486.0
b320454768t,2,294.0,486.0,864.0
h3162405ihc,2,585.0,864.0,486.0
o30801q6nz7,2,312.0,540.0,960.0
k30804n8v5h,2,412.0,540.0,960.0
g3200t4ru7s,2,352.0,864.0,486.0
c310517og2p,2,5567.0,864.0,486.0
r3123m0joc4,2,628.0,486.0,864.0
m3081azdu2b,2,3429.0,864.0,486.0
x097771r2sd,2,323.0,540.0,960.0
g31003zb0k9,2,315.0,540.0,960.0
k3122z30x8x,2,383.0,486.0,864.0
g3128398f5l,2,265.0,486.0,864.0
p3106fbl8uw,2,4233.0,864.0,486.0
o0976adbly3,2,533.0,486.0,864.0
m097622uox8,2,180.0,486.0,856.0
q310007g8nl,2,358.0,540.0,960.0
o3103td2jkw,2,5677.0,864.0,486.0
c313257mq1u,2,270.0,486.0,864.0
v3103kn3azp,2,4655.0,864.0,486.0
j09768gg4qe,2,985.0,540.0,960.0
m0976ppfxxl,2,1344.0,864.0,486.0
m0976tmatgo,2,1374.0,540.0,960.0
v31018go9rv,2,4426.0,864.0,486.0
d3118wvqw35,2,4400.0,864.0,486.0
q31128213tj,2,1323.0,486.0,864.0
d31078qppui,2,259.0,486.0,864.0
c0976i9hhni,2,309.0,540.0,960.0
h0978adclrt,2,2134.0,864.0,486.0
h0978zpqew2,2,5805.0,864.0,486.0
t3123tlqqo4,2,4903.0,864.0,486.0
w09760jjjpu,2,4578.0,864.0,486.0
f3133vdxy1q,2,735.0,540.0,960.0
a3111lhdfvp,2,1654.0,486.0,728.0
k3079n6xk19,2,4734.0,864.0,486.0
j0976xenc7z,2,790.0,540.0,960.0
h315849mmse,2,479.0,864.0,486.0
f3145re1tw8,2,940.0,864.0,486.0
u3158wcra8r,2,724.0,864.0,486.0
x3114vro4c8,2,3229.0,864.0,486.0
e3162nrhsfm,2,1146.0,864.0,486.0
n3202ca6yvq,2,362.0,864.0,486.0
x3163gl23ra,2,767.0,820.0,486.0
y3164c6inby,2,319.0,864.0,486.0
d31162ar1yp,2,386.0,864.0,486.0
a31582wtt4m,2,522.0,864.0,486.0
w3202u92pc5,2,406.0,720.0,1280.0
z3156d9rnm1,2,1298.0,820.0,486.0
a3158a63zec,2,690.0,820.0,486.0
d31577xikz2,2,255.0,540.0,960.0
h3141nqgeza,2,963.0,864.0,486.0
r32004pdjh2,2,721.0,864.0,486.0
s315455yy5h,2,528.0,864.0,486.0
t3158a1182g,2,408.0,864.0,486.0
g31623mc1s6,2,1159.0,864.0,486.0
o3146kis8be,2,926.0,864.0,486.0
x31643911ij,2,405.0,1216.0,720.0
d316214bztk,2,664.0,864.0,486.0
j3200fb8857,2,748.0,864.0,486.0
g3201ff02pp,2,31360.0,864.0,486.0
d31656qaj1v,2,593.0,864.0,486.0
e3156cn226e,2,1461.0,864.0,486.0
c3209fg2xyp,2,1457.0,864.0,486.0
m3232x0cxqa,2,1500.0,540.0,960.0
z3232813mbw,2,921.0,486.0,864.0
g3232answkc,2,413.0,540.0,952.0
e3232j0j7yy,2,1116.0,864.0,486.0
f3232kmg15y,2,382.0,540.0,960.0
f3232djdr21,2,1157.0,540.0,960.0
b32326sn4bh,2,593.0,486.0,864.0
t32324b915i,2,1500.0,540.0,960.0
w323268w15c,2,493.0,486.0,864.0
a3232uf42hk,2,1575.0,486.0,864.0
n3232r2ttdo,2,11378.0,864.0,486.0
x3232tddcw3,2,319.0,540.0,960.0
n32322ksy7q,2,2067.0,864.0,486.0
w3232gtnwnr,2,6921.0,864.0,486.0
o32326jzlat,2,13574.0,864.0,486.0
z3232l54p51,2,1364.0,486.0,864.0
d3232lb17wq,2,2570.0,864.0,486.0
v323279krfw,2,3281.0,864.0,486.0
q3232aikcxy,2,1178.0,540.0,960.0
y3231s1jd76,2,866.0,486.0,864.0
g3232l414ct,2,1422.0,486.0,864.0
x3232e2fgdd,2,10698.0,864.0,486.0
s32315xucqj,2,1203.0,486.0,864.0
x32321hu9fp,2,738.0,486.0,864.0
o3232p8hyms,2,1500.0,540.0,960.0
e3232wjob2e,2,1959.0,486.0,864.0
t32321vos48,2,2067.0,864.0,486.0
g3232t6e17a,2,13349.0,864.0,486.0
u3232imxhzd,2,2412.0,486.0,864.0
g3232te6cm5,2,1349.0,540.0,960.0
r3232dz5cm0,2,1159.0,864.0,486.0
y3232jcafub,2,1201.0,864.0,486.0
c3232h59kxk,2,9815.0,864.0,486.0
r323278un3s,2,1735.0,864.0,486.0
i3232ykr8da,2,537.0,864.0,486.0
r3232l50k9n,2,389.0,486.0,864.0
f32311m0o88,2,3390.0,486.0,864.0
a3232fi1ahb,2,2957.0,864.0,486.0
s3232ozkj3l,2,1656.0,864.0,486.0
n3232byhsmv,2,393.0,540.0,960.0
v3231nthtex,2,1893.0,864.0,486.0
w32314kgjcg,2,525.0,486.0,864.0
d3232048hha,2,1475.0,486.0,864.0
e323176tu93,2,2225.0,486.0,864.0
u3232zg9956,2,2302.0,486.0,864.0
r32324zlyir,2,1625.0,864.0,486.0
c32316lsxev,2,1860.0,864.0,486.0
w3231aa124g,2,834.0,486.0,852.0
u3232ho10oi,2,3376.0,864.0,486.0
e3232tj4adc,2,578.0,540.0,960.0
k3231nozbp9,2,5531.0,486.0,864.0
e3232k50cwa,2,413.0,486.0,864.0
t3232znjymu,2,429.0,864.0,486.0
r3232s3eu2m,2,1144.0,486.0,864.0
e3231whfvec,2,2773.0,486.0,864.0
r3232twfo9z,2,1474.0,486.0,864.0
t3232ktc6vw,2,1132.0,486.0,864.0
r3231f55rz7,2,1866.0,864.0,486.0
j3232j3owmq,2,2188.0,540.0,960.0
c323225jryj,2,1959.0,864.0,486.0
g3232qruc83,2,1123.0,486.0,864.0
u32323y6fvi,2,275.0,540.0,960.0
j32326tauep,2,550.0,486.0,860.0
z323265p796,2,589.0,486.0,864.0
e3232cs67nl,2,1364.0,540.0,960.0
g32324xg5c3,2,980.0,486.0,864.0
i3232l1yvuo,2,381.0,486.0,864.0
d32328ze8l9,2,618.0,486.0,864.0
e32313hpyj3,2,6997.0,864.0,486.0
y323238r2b9,2,510.0,486.0,864.0
h3232wioapc,2,5382.0,864.0,486.0
p32325mxrs4,2,6943.0,864.0,486.0
z32322mzuq5,2,520.0,864.0,486.0
l3232ybuzmp,2,936.0,864.0,486.0
r3232gx3inw,2,358.0,540.0,960.0
r323240vww2,2,2361.0,864.0,486.0
e32310px2i9,2,6322.0,864.0,486.0
i3232skdxva,2,1750.0,486.0,864.0
z3232x9huu2,2,315.0,486.0,864.0
y3231el3800,2,1094.0,486.0,864.0
k3232xbdryc,2,1324.0,486.0,864.0
p3232zl6slj,2,653.0,540.0,960.0
v32327b4e4x,2,921.0,540.0,960.0
g3232f13c8k,2,755.0,486.0,864.0
g323200jdbx,2,376.0,540.0,960.0
j3232rrte43,2,1293.0,540.0,960.0
l3232kk8xh0,2,3009.0,864.0,486.0
m3232cqlthu,2,907.0,486.0,864.0
f3231ggoatg,2,3209.0,864.0,486.0
s3232nwes02,2,1046.0,540.0,960.0
n3232bsitaz,2,2662.0,864.0,486.0
d32327iwb4v,2,3294.0,864.0,486.0
q3231k44kf6,2,2834.0,486.0,864.0
l3232x0elfj,2,744.0,486.0,864.0
z323245hs0o,2,1269.0,864.0,486.0
v3232jhloro,2,6956.0,864.0,486.0
o32319y98a1,2,1566.0,864.0,486.0
v3232uttbrk,2,9079.0,864.0,486.0
o3232n2dze6,2,1045.0,540.0,960.0
w3232cuy7x0,2,2441.0,864.0,486.0
g3232x4y6fy,2,2242.0,864.0,486.0
e3232qk1ltl,2,1802.0,540.0,960.0
o3232sv92ud,2,707.0,540.0,960.0
d3231cq10ys,2,660.0,864.0,486.0
m3232htm94m,2,257.0,486.0,864.0
j32326z0ja4,2,630.0,486.0,864.0
d3232vnr2c4,2,1272.0,540.0,960.0
n3232l5fneg,2,2756.0,540.0,960.0
z3231v9o9zr,2,1552.0,456.0,864.0
r32320u7c3z,2,505.0,486.0,864.0
s3232yiyux0,2,298.0,540.0,960.0
s3232m38xte,2,5238.0,864.0,486.0
m32327c68we,2,1686.0,864.0,486.0
u3232k6daks,2,2457.0,864.0,486.0
v3232okikgt,2,5673.0,864.0,486.0
a3231b51u9b,2,18425.0,864.0,486.0
h3232xks5nz,2,323.0,486.0,864.0
o3232klauz8,2,369.0,486.0,864.0
a3232simv2c,2,2336.0,864.0,486.0
f3232jy3r65,2,4834.0,864.0,486.0
h3232yzrfwx,2,2068.0,864.0,486.0
z32327s9vzw,2,500.0,540.0,960.0
x3231a0iqkk,2,2095.0,486.0,864.0
u3232s2ywa3,2,465.0,864.0,486.0
p32321hous8,2,452.0,540.0,960.0
z3232rjlncj,2,468.0,540.0,960.0
v3232y5e2zl,2,429.0,540.0,960.0
e3232hpt1e5,2,1502.0,864.0,486.0
a3232zbcarr,2,1945.0,486.0,864.0
y3232m4ax0w,2,294.0,486.0,864.0
b3232fxtc63,2,1267.0,486.0,864.0
j32327g4h4i,2,4783.0,864.0,486.0
h32324t0gna,2,866.0,486.0,864.0
r3232pkx5lr,2,1197.0,540.0,960.0
o3232af6inb,2,2192.0,864.0,486.0
d3232ilsqi9,2,1100.0,486.0,864.0
z32320c024v,2,3768.0,864.0,486.0
p32323yu026,2,628.0,540.0,960.0
a3232rtwji4,2,2361.0,864.0,486.0
w3232yhfba6,2,8108.0,864.0,486.0
h3232afwpue,2,1717.0,864.0,486.0
n3232qh2lkh,2,3200.0,540.0,960.0
y3232tpm934,2,3472.0,864.0,486.0
n3231em2s76,2,2674.0,486.0,864.0
l32321upxtz,2,263.0,486.0,864.0
y3232rf4pwv,2,1470.0,486.0,864.0
q3232wbxx6z,2,3026.0,864.0,486.0
m32315vh2t8,2,328.0,486.0,864.0
j3232tz3non,2,513.0,540.0,960.0
c3232zybszb,2,667.0,486.0,864.0
v3232n6uvh2,2,5561.0,864.0,486.0
k323272rr3f,2,377.0,540.0,960.0
f323225yhxd,2,3779.0,864.0,486.0
d3232w9rv6d,2,6525.0,864.0,486.0
h32323c8q0x,2,627.0,540.0,960.0
p3232gp47iu,2,1486.0,486.0,864.0
m3232kaf2g3,2,2451.0,864.0,486.0
p3232y60bz2,2,688.0,486.0,864.0
b32328ebbla,2,5720.0,486.0,864.0
e32328016rj,2,325.0,486.0,864.0
c3232uy9jh1,2,3366.0,864.0,486.0
v3232jucemc,2,6451.0,864.0,486.0
u3232zjbh3d,2,777.0,486.0,864.0
s3232nk3i07,2,2762.0,864.0,486.0
s32329q8eo0,2,1302.0,486.0,864.0
k3232mk8gpy,2,1423.0,486.0,864.0
m323260yhey,2,2779.0,864.0,486.0
m3232s1m4hs,2,375.0,486.0,864.0
w32271952hd,2,1374.0,486.0,864.0
u3232o6nwj9,2,2279.0,540.0,960.0
o32323pyrzi,2,288.0,486.0,864.0
c0036b5543v,2,578.0,864.0,486.0
z3232it2lub,2,572.0,486.0,864.0
d3232dz5po1,2,831.0,486.0,864.0
b3232r8gnbj,2,4433.0,864.0,486.0
k00368nntin,2,4400.0,486.0,864.0
c32327thjj8,2,1388.0,486.0,864.0
d3231msyz0r,2,3506.0,864.0,486.0
d3232i9pbxa,2,940.0,486.0,864.0
z3232ts92zt,2,457.0,486.0,864.0
y3232u8gu7t,2,2545.0,864.0,486.0
t3232vumtkt,2,1308.0,864.0,486.0
m3232py9tfs,2,4010.0,864.0,486.0
p3232u6b84p,2,2215.0,486.0,648.0
p3232ro9n7f,2,7068.0,864.0,486.0
f3232lxnvkg,2,439.0,486.0,864.0
a3232jeqzg0,2,6231.0,864.0,486.0
e0036jh4m3c,2,2164.0,864.0,486.0
p3232rtje3u,2,1179.0,486.0,864.0
i3232vbtnbu,2,2468.0,864.0,486.0
k3232e5u2qu,2,2545.0,864.0,486.0
n3232uvd4u8,2,5176.0,864.0,486.0
m3231iim7qd,2,1437.0,486.0,864.0
r3232alop3k,2,1648.0,486.0,864.0
v3232inqc41,2,441.0,540.0,960.0
f3232mhpr1c,2,553.0,486.0,864.0
f3230l62xie,2,2130.0,864.0,486.0
q32316vsn8d,2,794.0,864.0,486.0
y3232c01pe3,2,1310.0,486.0,864.0
r3232s52lee,2,6479.0,864.0,486.0
z3232w50r5d,2,420.0,540.0,960.0
p3232zvzpgv,2,331.0,540.0,960.0
s32315rpq1p,2,1466.0,864.0,486.0
v3232mi2nkc,2,486.0,486.0,864.0
v323221ydfb,2,972.0,486.0,864.0
n3232keajuz,2,653.0,960.0,540.0
r3232etrilx,2,368.0,486.0,864.0
l3232lzgxzy,2,1022.0,864.0,486.0
a3232tleaw9,2,7658.0,864.0,486.0
x3232uwhnft,2,511.0,864.0,486.0
p3232tmxp16,2,928.0,540.0,960.0
o3232xnfghu,2,299.0,486.0,864.0
u3232u75xf2,2,1932.0,486.0,864.0
i3232j2sj1b,2,1747.0,864.0,486.0
i3232zc4y0z,2,1002.0,540.0,960.0
e32325nguvk,2,1763.0,486.0,864.0
z32328ped51,2,1004.0,864.0,486.0
y3232nlue0t,2,2190.0,486.0,864.0
r3232zduqyh,2,5756.0,864.0,486.0
n3228xf2to9,2,2083.0,486.0,864.0
k32324tzzsq,2,7146.0,864.0,486.0
q3232lrb8my,2,840.0,540.0,960.0
r323248wdo6,2,1415.0,540.0,960.0
o3232tuho70,2,2229.0,864.0,486.0
p3232twjjw8,2,3781.0,864.0,486.0
a3232ulhd9b,2,8471.0,864.0,486.0
k32323b4y7u,2,2289.0,864.0,486.0
i3232zn11ae,2,815.0,486.0,864.0
a3232e070hd,2,1563.0,864.0,486.0
j3232guuohr,2,4313.0,864.0,486.0
t3232mmtk5o,2,770.0,486.0,864.0
c3232fvafsp,2,3124.0,864.0,486.0
z3232sco6mw,2,1710.0,486.0,864.0
w3232s0sshe,2,596.0,486.0,864.0
b3232hatwjr,2,5696.0,864.0,486.0
v3232hu3hqn,2,11204.0,864.0,486.0
k3231u1dh06,2,383.0,486.0,864.0
m32318457va,2,1589.0,486.0,864.0
m3232mqdu1i,2,3969.0,864.0,486.0
p32306hm1s8,2,750.0,486.0,864.0
i3232twe77q,2,366.0,540.0,960.0
b3232mchx2y,2,1578.0,864.0,486.0
k32329bzv1j,2,2676.0,864.0,486.0
z3232cbalfs,2,400.0,540.0,960.0
y3232ybscqh,2,2344.0,486.0,864.0
y3232no69q3,2,6735.0,864.0,486.0
x32324bo391,2,1028.0,540.0,960.0
s3232ks9apz,2,608.0,486.0,864.0
m0036z8zc1o,2,352.0,486.0,864.0
h3232otwgnv,2,2329.0,864.0,486.0
g3232u6nugm,2,2175.0,864.0,486.0
k3232uvuuk9,2,2974.0,864.0,486.0
f3232p6hrd1,2,410.0,540.0,960.0
h3232mktg4b,2,1560.0,864.0,486.0
f3232zvf5pt,2,5256.0,486.0,864.0
h32323ttpuq,2,5549.0,864.0,486.0
a32323ga168,2,3484.0,864.0,486.0
f3231bhae2r,2,2366.0,864.0,486.0
z3232u8n7cq,2,1202.0,540.0,960.0
t3232jfadkv,2,378.0,540.0,960.0
w3232a7ezp9,2,2194.0,864.0,486.0
a3231c856iv,2,3002.0,864.0,486.0
h3232hj9hye,2,969.0,540.0,960.0
v3232fxafgf,2,3328.0,486.0,864.0
p3232tsnkah,2,662.0,486.0,864.0
v3232lrj09g,2,1813.0,864.0,486.0
j32323rl1a8,2,2398.0,864.0,486.0
x3232cr9ydn,2,375.0,486.0,864.0
i3232gnw550,2,4807.0,864.0,486.0
w3232gis50t,2,4116.0,864.0,486.0
v3232f5295r,2,982.0,486.0,864.0
f3232z654n4,2,268.0,540.0,960.0
r3232nxlbha,2,3413.0,864.0,486.0
t3232k3pp64,2,1365.0,960.0,540.0
s3232w4k7zs,2,6812.0,864.0,486.0
a3232m4zxbf,2,1324.0,864.0,486.0
z3232j9cxwf,2,2218.0,864.0,486.0
e0036c16f8p,2,5067.0,864.0,486.0
p3232eg5axk,2,5018.0,864.0,486.0
g3232avqzdi,2,1766.0,486.0,864.0
j3232pg2w5s,2,469.0,486.0,864.0
m3232wtlbhv,2,1824.0,864.0,482.0
z3232yoac2t,2,1901.0,864.0,486.0
d3232h1c0i1,2,2936.0,864.0,486.0
u3232c43aoj,2,3547.0,540.0,960.0
a3232e6du8y,2,4304.0,864.0,486.0
q3232317onx,2,2298.0,540.0,960.0
e32328qkggp,2,5138.0,864.0,486.0
j3232cor1ed,2,3202.0,864.0,486.0
h3232gki021,2,596.0,486.0,864.0
v3232ph3jsg,2,250.0,486.0,864.0
p3231h2g9h0,2,3464.0,486.0,864.0
i3232qcialp,2,3532.0,864.0,486.0
z3232y7ht4d,2,1474.0,486.0,864.0
y323209c2kj,2,7052.0,864.0,486.0
h32327zusr5,2,1846.0,864.0,486.0
w3232zsfhs3,2,340.0,540.0,960.0
u3230h44yi1,2,5422.0,864.0,486.0
q3232zpbyup,2,570.0,486.0,864.0
q323252bqwc,2,6601.0,864.0,486.0
n3232ktvfej,2,6620.0,864.0,486.0
a00369elo78,2,3889.0,486.0,864.0
p32321n1kka,2,408.0,540.0,960.0
y3232e4sbe7,2,2175.0,486.0,864.0
z32329eh5kn,2,498.0,486.0,864.0
e32329p5lw9,2,2957.0,864.0,486.0
l3231xe7o10,2,2742.0,864.0,486.0
g323258zth1,2,1360.0,486.0,864.0
w32328y6yru,2,2756.0,864.0,486.0
z32315y938l,2,4841.0,864.0,486.0
